,images,labels
12152,COVID-19_Radiography_Dataset/covid/COVID-30.png,2
18600,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1523.png,3
3057,COVID-19_Radiography_Dataset/normal/Normal-2.png,0
17536,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5001.png,3
10296,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-347.png,1
5065,COVID-19_Radiography_Dataset/normal/Normal-7633.png,0
18216,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2066.png,3
18139,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5606.png,3
12505,COVID-19_Radiography_Dataset/covid/COVID-2194.png,2
18734,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4714.png,3
10211,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-539.png,1
20592,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5577.png,3
19637,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5475.png,3
18964,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1353.png,3
8948,COVID-19_Radiography_Dataset/normal/Normal-2015.png,0
16735,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3270.png,3
417,COVID-19_Radiography_Dataset/normal/Normal-8019.png,0
7703,COVID-19_Radiography_Dataset/normal/Normal-4952.png,0
6543,COVID-19_Radiography_Dataset/normal/Normal-10135.png,0
18953,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4280.png,3
11077,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-528.png,1
9946,COVID-19_Radiography_Dataset/normal/Normal-4482.png,0
3950,COVID-19_Radiography_Dataset/normal/Normal-5371.png,0
12667,COVID-19_Radiography_Dataset/covid/COVID-1020.png,2
20478,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3402.png,3
19601,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3735.png,3
15998,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1448.png,3
20212,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3539.png,3
1566,COVID-19_Radiography_Dataset/normal/Normal-2349.png,0
16295,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3422.png,3
6934,COVID-19_Radiography_Dataset/normal/Normal-8907.png,0
5802,COVID-19_Radiography_Dataset/normal/Normal-1014.png,0
16377,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1237.png,3
19897,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4235.png,3
11391,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-863.png,1
16893,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4830.png,3
3481,COVID-19_Radiography_Dataset/normal/Normal-3657.png,0
19226,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3659.png,3
7693,COVID-19_Radiography_Dataset/normal/Normal-535.png,0
3176,COVID-19_Radiography_Dataset/normal/Normal-648.png,0
1104,COVID-19_Radiography_Dataset/normal/Normal-9136.png,0
5393,COVID-19_Radiography_Dataset/normal/Normal-1567.png,0
18739,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4327.png,3
7081,COVID-19_Radiography_Dataset/normal/Normal-9525.png,0
6948,COVID-19_Radiography_Dataset/normal/Normal-8157.png,0
11301,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-826.png,1
12836,COVID-19_Radiography_Dataset/covid/COVID-1136.png,2
9121,COVID-19_Radiography_Dataset/normal/Normal-6663.png,0
2817,COVID-19_Radiography_Dataset/normal/Normal-6633.png,0
951,COVID-19_Radiography_Dataset/normal/Normal-8146.png,0
11320,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-576.png,1
11561,COVID-19_Radiography_Dataset/covid/COVID-2604.png,2
3535,COVID-19_Radiography_Dataset/normal/Normal-1118.png,0
16315,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1453.png,3
7424,COVID-19_Radiography_Dataset/normal/Normal-9682.png,0
15636,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2260.png,3
4709,COVID-19_Radiography_Dataset/normal/Normal-1585.png,0
676,COVID-19_Radiography_Dataset/normal/Normal-9032.png,0
12923,COVID-19_Radiography_Dataset/covid/COVID-1772.png,2
4899,COVID-19_Radiography_Dataset/normal/Normal-658.png,0
3330,COVID-19_Radiography_Dataset/normal/Normal-6860.png,0
15558,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-473.png,3
5191,COVID-19_Radiography_Dataset/normal/Normal-5471.png,0
16572,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5631.png,3
9488,COVID-19_Radiography_Dataset/normal/Normal-8041.png,0
19977,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5112.png,3
20387,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3551.png,3
1278,COVID-19_Radiography_Dataset/normal/Normal-4733.png,0
17490,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-165.png,3
1729,COVID-19_Radiography_Dataset/normal/Normal-9567.png,0
2137,COVID-19_Radiography_Dataset/normal/Normal-10134.png,0
4299,COVID-19_Radiography_Dataset/normal/Normal-339.png,0
14219,COVID-19_Radiography_Dataset/covid/COVID-3434.png,2
11216,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1325.png,1
11472,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-952.png,1
3595,COVID-19_Radiography_Dataset/normal/Normal-2106.png,0
17573,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2018.png,3
1429,COVID-19_Radiography_Dataset/normal/Normal-10018.png,0
11484,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-384.png,1
5498,COVID-19_Radiography_Dataset/normal/Normal-6247.png,0
9418,COVID-19_Radiography_Dataset/normal/Normal-3629.png,0
18030,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3240.png,3
16732,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1225.png,3
16400,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4955.png,3
15262,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3419.png,3
17031,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3076.png,3
349,COVID-19_Radiography_Dataset/normal/Normal-9062.png,0
20479,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3573.png,3
18906,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3778.png,3
18328,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4757.png,3
17249,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2262.png,3
8347,COVID-19_Radiography_Dataset/normal/Normal-9614.png,0
3926,COVID-19_Radiography_Dataset/normal/Normal-1487.png,0
7222,COVID-19_Radiography_Dataset/normal/Normal-7219.png,0
13062,COVID-19_Radiography_Dataset/covid/COVID-300.png,2
9878,COVID-19_Radiography_Dataset/normal/Normal-6626.png,0
4999,COVID-19_Radiography_Dataset/normal/Normal-9516.png,0
17695,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-527.png,3
18674,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3935.png,3
2812,COVID-19_Radiography_Dataset/normal/Normal-7133.png,0
12663,COVID-19_Radiography_Dataset/covid/COVID-2557.png,2
4408,COVID-19_Radiography_Dataset/normal/Normal-8099.png,0
17605,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-207.png,3
2136,COVID-19_Radiography_Dataset/normal/Normal-1182.png,0
6972,COVID-19_Radiography_Dataset/normal/Normal-2637.png,0
20984,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5960.png,3
13213,COVID-19_Radiography_Dataset/covid/COVID-2855.png,2
17218,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3362.png,3
7150,COVID-19_Radiography_Dataset/normal/Normal-7223.png,0
395,COVID-19_Radiography_Dataset/normal/Normal-5265.png,0
16826,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2315.png,3
1649,COVID-19_Radiography_Dataset/normal/Normal-2922.png,0
12056,COVID-19_Radiography_Dataset/covid/COVID-2659.png,2
17893,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5828.png,3
9957,COVID-19_Radiography_Dataset/normal/Normal-9593.png,0
8254,COVID-19_Radiography_Dataset/normal/Normal-10055.png,0
8747,COVID-19_Radiography_Dataset/normal/Normal-4260.png,0
18346,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4724.png,3
19065,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2088.png,3
15550,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5156.png,3
15272,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2470.png,3
10630,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-899.png,1
15240,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3164.png,3
17407,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3648.png,3
17576,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5810.png,3
8535,COVID-19_Radiography_Dataset/normal/Normal-6661.png,0
12103,COVID-19_Radiography_Dataset/covid/COVID-1007.png,2
6408,COVID-19_Radiography_Dataset/normal/Normal-6945.png,0
3261,COVID-19_Radiography_Dataset/normal/Normal-3789.png,0
20751,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5912.png,3
15346,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4113.png,3
4569,COVID-19_Radiography_Dataset/normal/Normal-107.png,0
16058,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3525.png,3
16535,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5165.png,3
15319,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5445.png,3
8492,COVID-19_Radiography_Dataset/normal/Normal-402.png,0
15330,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5716.png,3
18373,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-101.png,3
12075,COVID-19_Radiography_Dataset/covid/COVID-2586.png,2
8237,COVID-19_Radiography_Dataset/normal/Normal-4634.png,0
17873,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1669.png,3
14138,COVID-19_Radiography_Dataset/covid/COVID-3318.png,2
19895,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-78.png,3
18219,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2964.png,3
19155,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1389.png,3
11671,COVID-19_Radiography_Dataset/covid/COVID-1401.png,2
20704,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3779.png,3
3797,COVID-19_Radiography_Dataset/normal/Normal-8632.png,0
20623,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4269.png,3
574,COVID-19_Radiography_Dataset/normal/Normal-6579.png,0
18227,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-767.png,3
18264,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4540.png,3
18608,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1049.png,3
2510,COVID-19_Radiography_Dataset/normal/Normal-6704.png,0
5395,COVID-19_Radiography_Dataset/normal/Normal-8319.png,0
7667,COVID-19_Radiography_Dataset/normal/Normal-9944.png,0
5388,COVID-19_Radiography_Dataset/normal/Normal-8237.png,0
5506,COVID-19_Radiography_Dataset/normal/Normal-5402.png,0
18529,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-656.png,3
5716,COVID-19_Radiography_Dataset/normal/Normal-4536.png,0
19448,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2132.png,3
17059,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3996.png,3
1029,COVID-19_Radiography_Dataset/normal/Normal-10033.png,0
13047,COVID-19_Radiography_Dataset/covid/COVID-343.png,2
8524,COVID-19_Radiography_Dataset/normal/Normal-7891.png,0
19534,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1938.png,3
1335,COVID-19_Radiography_Dataset/normal/Normal-1987.png,0
16759,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1276.png,3
1475,COVID-19_Radiography_Dataset/normal/Normal-5319.png,0
7057,COVID-19_Radiography_Dataset/normal/Normal-5357.png,0
11764,COVID-19_Radiography_Dataset/covid/COVID-63.png,2
5323,COVID-19_Radiography_Dataset/normal/Normal-3039.png,0
3785,COVID-19_Radiography_Dataset/normal/Normal-3579.png,0
10328,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-171.png,1
19684,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1563.png,3
3338,COVID-19_Radiography_Dataset/normal/Normal-404.png,0
9454,COVID-19_Radiography_Dataset/normal/Normal-5707.png,0
10793,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1029.png,1
12726,COVID-19_Radiography_Dataset/covid/COVID-3447.png,2
129,COVID-19_Radiography_Dataset/normal/Normal-7421.png,0
13061,COVID-19_Radiography_Dataset/covid/COVID-714.png,2
17192,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5648.png,3
20222,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2116.png,3
20645,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4376.png,3
17040,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2654.png,3
972,COVID-19_Radiography_Dataset/normal/Normal-3814.png,0
0,COVID-19_Radiography_Dataset/normal/Normal-6298.png,0
8099,COVID-19_Radiography_Dataset/normal/Normal-7945.png,0
11910,COVID-19_Radiography_Dataset/covid/COVID-2712.png,2
19787,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-424.png,3
6449,COVID-19_Radiography_Dataset/normal/Normal-8131.png,0
5820,COVID-19_Radiography_Dataset/normal/Normal-5540.png,0
12740,COVID-19_Radiography_Dataset/covid/COVID-1526.png,2
10623,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-453.png,1
15554,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3577.png,3
3037,COVID-19_Radiography_Dataset/normal/Normal-1114.png,0
16830,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4659.png,3
16889,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1298.png,3
9907,COVID-19_Radiography_Dataset/normal/Normal-6778.png,0
16645,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3627.png,3
17320,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2266.png,3
10512,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1270.png,1
2352,COVID-19_Radiography_Dataset/normal/Normal-4983.png,0
487,COVID-19_Radiography_Dataset/normal/Normal-5729.png,0
15246,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3941.png,3
4081,COVID-19_Radiography_Dataset/normal/Normal-5115.png,0
20528,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4867.png,3
11886,COVID-19_Radiography_Dataset/covid/COVID-1057.png,2
2857,COVID-19_Radiography_Dataset/normal/Normal-5881.png,0
15815,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1720.png,3
14458,COVID-19_Radiography_Dataset/covid/COVID-2020.png,2
3838,COVID-19_Radiography_Dataset/normal/Normal-254.png,0
10219,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-827.png,1
4651,COVID-19_Radiography_Dataset/normal/Normal-3462.png,0
11895,COVID-19_Radiography_Dataset/covid/COVID-3299.png,2
1813,COVID-19_Radiography_Dataset/normal/Normal-3518.png,0
17155,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4054.png,3
12515,COVID-19_Radiography_Dataset/covid/COVID-1373.png,2
12944,COVID-19_Radiography_Dataset/covid/COVID-1830.png,2
10966,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1096.png,1
17340,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1030.png,3
3254,COVID-19_Radiography_Dataset/normal/Normal-268.png,0
17859,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-771.png,3
17856,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2472.png,3
20660,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5292.png,3
5454,COVID-19_Radiography_Dataset/normal/Normal-346.png,0
2804,COVID-19_Radiography_Dataset/normal/Normal-1019.png,0
8656,COVID-19_Radiography_Dataset/normal/Normal-4398.png,0
12222,COVID-19_Radiography_Dataset/covid/COVID-3389.png,2
16401,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5887.png,3
8298,COVID-19_Radiography_Dataset/normal/Normal-5814.png,0
16785,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2752.png,3
17267,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1521.png,3
578,COVID-19_Radiography_Dataset/normal/Normal-10122.png,0
15028,COVID-19_Radiography_Dataset/covid/COVID-330.png,2
9255,COVID-19_Radiography_Dataset/normal/Normal-1414.png,0
9581,COVID-19_Radiography_Dataset/normal/Normal-3776.png,0
16053,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4318.png,3
21097,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5302.png,3
1851,COVID-19_Radiography_Dataset/normal/Normal-2059.png,0
16100,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2957.png,3
9675,COVID-19_Radiography_Dataset/normal/Normal-1264.png,0
11667,COVID-19_Radiography_Dataset/covid/COVID-793.png,2
11583,COVID-19_Radiography_Dataset/covid/COVID-2759.png,2
19649,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-995.png,3
16646,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3823.png,3
9108,COVID-19_Radiography_Dataset/normal/Normal-6848.png,0
3571,COVID-19_Radiography_Dataset/normal/Normal-9107.png,0
5128,COVID-19_Radiography_Dataset/normal/Normal-10105.png,0
18837,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5160.png,3
19748,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4970.png,3
8937,COVID-19_Radiography_Dataset/normal/Normal-4236.png,0
12409,COVID-19_Radiography_Dataset/covid/COVID-1412.png,2
16340,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1203.png,3
14094,COVID-19_Radiography_Dataset/covid/COVID-3160.png,2
16365,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1186.png,3
10573,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-376.png,1
18003,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3029.png,3
16783,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4370.png,3
20933,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5692.png,3
7921,COVID-19_Radiography_Dataset/normal/Normal-3148.png,0
12166,COVID-19_Radiography_Dataset/covid/COVID-1039.png,2
9906,COVID-19_Radiography_Dataset/normal/Normal-8905.png,0
21026,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3294.png,3
11838,COVID-19_Radiography_Dataset/covid/COVID-2495.png,2
1165,COVID-19_Radiography_Dataset/normal/Normal-5739.png,0
32,COVID-19_Radiography_Dataset/normal/Normal-10160.png,0
13708,COVID-19_Radiography_Dataset/covid/COVID-279.png,2
17930,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1529.png,3
673,COVID-19_Radiography_Dataset/normal/Normal-8789.png,0
15468,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2935.png,3
18955,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-723.png,3
19941,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1931.png,3
5056,COVID-19_Radiography_Dataset/normal/Normal-15.png,0
31,COVID-19_Radiography_Dataset/normal/Normal-4176.png,0
8208,COVID-19_Radiography_Dataset/normal/Normal-7770.png,0
12273,COVID-19_Radiography_Dataset/covid/COVID-2493.png,2
12278,COVID-19_Radiography_Dataset/covid/COVID-940.png,2
17415,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5482.png,3
13977,COVID-19_Radiography_Dataset/covid/COVID-2690.png,2
12361,COVID-19_Radiography_Dataset/covid/COVID-2722.png,2
14314,COVID-19_Radiography_Dataset/covid/COVID-2308.png,2
16177,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3252.png,3
2892,COVID-19_Radiography_Dataset/normal/Normal-2947.png,0
18786,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3168.png,3
12194,COVID-19_Radiography_Dataset/covid/COVID-706.png,2
14493,COVID-19_Radiography_Dataset/covid/COVID-3454.png,2
21091,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1731.png,3
909,COVID-19_Radiography_Dataset/normal/Normal-748.png,0
18238,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1178.png,3
14087,COVID-19_Radiography_Dataset/covid/COVID-1850.png,2
14995,COVID-19_Radiography_Dataset/covid/COVID-1357.png,2
11257,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-287.png,1
3556,COVID-19_Radiography_Dataset/normal/Normal-10036.png,0
10987,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-782.png,1
18806,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-831.png,3
18106,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2814.png,3
17946,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1902.png,3
14674,COVID-19_Radiography_Dataset/covid/COVID-2104.png,2
1121,COVID-19_Radiography_Dataset/normal/Normal-789.png,0
14581,COVID-19_Radiography_Dataset/covid/COVID-2935.png,2
5824,COVID-19_Radiography_Dataset/normal/Normal-1054.png,0
9160,COVID-19_Radiography_Dataset/normal/Normal-7662.png,0
8744,COVID-19_Radiography_Dataset/normal/Normal-1629.png,0
20296,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5287.png,3
12556,COVID-19_Radiography_Dataset/covid/COVID-1961.png,2
1845,COVID-19_Radiography_Dataset/normal/Normal-9836.png,0
9832,COVID-19_Radiography_Dataset/normal/Normal-1231.png,0
10570,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1112.png,1
16034,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1682.png,3
2576,COVID-19_Radiography_Dataset/normal/Normal-2555.png,0
41,COVID-19_Radiography_Dataset/normal/Normal-7206.png,0
224,COVID-19_Radiography_Dataset/normal/Normal-2116.png,0
212,COVID-19_Radiography_Dataset/normal/Normal-2131.png,0
734,COVID-19_Radiography_Dataset/normal/Normal-509.png,0
407,COVID-19_Radiography_Dataset/normal/Normal-1836.png,0
1455,COVID-19_Radiography_Dataset/normal/Normal-8027.png,0
3170,COVID-19_Radiography_Dataset/normal/Normal-2586.png,0
10183,COVID-19_Radiography_Dataset/normal/Normal-1317.png,0
9669,COVID-19_Radiography_Dataset/normal/Normal-352.png,0
6656,COVID-19_Radiography_Dataset/normal/Normal-7718.png,0
988,COVID-19_Radiography_Dataset/normal/Normal-4748.png,0
16425,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4097.png,3
12084,COVID-19_Radiography_Dataset/covid/COVID-1967.png,2
20410,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5183.png,3
7404,COVID-19_Radiography_Dataset/normal/Normal-7880.png,0
17408,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5900.png,3
18492,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4799.png,3
17217,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-835.png,3
5517,COVID-19_Radiography_Dataset/normal/Normal-1333.png,0
17016,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-320.png,3
15297,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3387.png,3
10812,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-430.png,1
6111,COVID-19_Radiography_Dataset/normal/Normal-3939.png,0
11518,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-728.png,1
18163,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1333.png,3
8478,COVID-19_Radiography_Dataset/normal/Normal-5047.png,0
14446,COVID-19_Radiography_Dataset/covid/COVID-2673.png,2
20548,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1984.png,3
4364,COVID-19_Radiography_Dataset/normal/Normal-7820.png,0
18856,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3610.png,3
12459,COVID-19_Radiography_Dataset/covid/COVID-2560.png,2
6189,COVID-19_Radiography_Dataset/normal/Normal-2011.png,0
17338,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3825.png,3
2042,COVID-19_Radiography_Dataset/normal/Normal-2222.png,0
2978,COVID-19_Radiography_Dataset/normal/Normal-5215.png,0
11197,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-725.png,1
5921,COVID-19_Radiography_Dataset/normal/Normal-8536.png,0
6250,COVID-19_Radiography_Dataset/normal/Normal-6374.png,0
6598,COVID-19_Radiography_Dataset/normal/Normal-4709.png,0
14445,COVID-19_Radiography_Dataset/covid/COVID-700.png,2
4584,COVID-19_Radiography_Dataset/normal/Normal-8209.png,0
15347,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-659.png,3
5,COVID-19_Radiography_Dataset/normal/Normal-81.png,0
17124,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2099.png,3
2705,COVID-19_Radiography_Dataset/normal/Normal-4418.png,0
19315,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1401.png,3
12025,COVID-19_Radiography_Dataset/covid/COVID-995.png,2
16360,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4284.png,3
1504,COVID-19_Radiography_Dataset/normal/Normal-9612.png,0
11854,COVID-19_Radiography_Dataset/covid/COVID-839.png,2
5804,COVID-19_Radiography_Dataset/normal/Normal-253.png,0
4144,COVID-19_Radiography_Dataset/normal/Normal-9756.png,0
10496,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-104.png,1
13032,COVID-19_Radiography_Dataset/covid/COVID-2295.png,2
4142,COVID-19_Radiography_Dataset/normal/Normal-991.png,0
1594,COVID-19_Radiography_Dataset/normal/Normal-6870.png,0
18170,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2374.png,3
4707,COVID-19_Radiography_Dataset/normal/Normal-9457.png,0
7248,COVID-19_Radiography_Dataset/normal/Normal-5447.png,0
8219,COVID-19_Radiography_Dataset/normal/Normal-4697.png,0
5761,COVID-19_Radiography_Dataset/normal/Normal-3671.png,0
8675,COVID-19_Radiography_Dataset/normal/Normal-10026.png,0
9933,COVID-19_Radiography_Dataset/normal/Normal-6865.png,0
10613,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-592.png,1
21030,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3509.png,3
17725,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-913.png,3
11616,COVID-19_Radiography_Dataset/covid/COVID-3427.png,2
15984,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3408.png,3
